scenario_ids,gt_critical_continuous_individual,gt_critical_continuous_interaction,gt_critical_continuous_safeshift
c180f749fa28ef3e.pkl,5.962,10.853,8.407
3dba00bc5a61edbe.pkl,5.508,5.153,5.33
9a1cc293b62eae2d.pkl,4.319,12.124,8.221
9842b222ae1878c2.pkl,4.708,5.833,5.27
7fe88dcbf6755d79.pkl,5.553,13.219,9.386
7c78b928c6f903b8.pkl,2.23,3.102,2.666
e78407ab8c7212a2.pkl,16.063,38.472,27.268
38b94c18de91f294.pkl,22.412,46.687,34.549
6f24d07b5952f884.pkl,3.548,9.336,6.442
1a0be3f0be516f05.pkl,3.859,9.493,6.676
de86d7d6ff67afc2.pkl,11.784,47.892,29.838
d395b089c0df0e39.pkl,14.307,40.412,27.359
b81341d1846ee7b6.pkl,7.149,21.159,14.154
d2eeb017fcd409a0.pkl,15.673,11.147,13.41
e3707580d58a4e55.pkl,4.438,19.504,11.971
f27a6e95d236434a.pkl,10.178,48.216,29.197
5039a993208c10fa.pkl,14.061,26.626,20.343
4f2b31e229610e08.pkl,3.161,1.772,2.466
195779d2c5509d12.pkl,13.02,28.565,20.792
eee123d5ff36ffed.pkl,6.813,20.051,13.432
835727430169594c.pkl,8.307,6.422,7.364
8af7a0a86186f262.pkl,4.607,5.409,5.008
6eadebe448fe375e.pkl,1.947,0.734,1.341
3e93c82959c6f536.pkl,4.092,18.54,11.316
44462cf11f825dcf.pkl,2.17,2.703,2.437
6c90426153539c82.pkl,5.691,6.871,6.281
af3fb6c34def764f.pkl,16.839,34.035,25.437
c0b6fd5fdaf19e7e.pkl,15.212,33.287,24.25
8b89a4b3ba73cfce.pkl,6.746,10.284,8.515
e377ac3928fdaf3b.pkl,10.882,15.504,13.193
c3bc5c7635fab426.pkl,8.761,40.608,24.684
2062e938bd039d9b.pkl,12.174,25.682,18.928
672811aaab77e3f9.pkl,3.996,10.954,7.475
8a892afe460e124a.pkl,4.331,3.576,3.954
6c5b124021682f6f.pkl,1.904,2.514,2.209
557fa40798ea70ee.pkl,8.995,31.639,20.317
4ae98ed99ffe8062.pkl,2.261,12.003,7.132
69c200c549a85acf.pkl,3.217,9.504,6.361
444ca488e17f26a2.pkl,10.099,25.771,17.935
da7a39e023398ce1.pkl,3.451,5.511,4.481
997780369139283e.pkl,14.153,29.964,22.058
f768c93442a4ef1a.pkl,5.559,13.586,9.572
f298af4053adec5.pkl,5.574,19.669,12.621
eb74899c14524868.pkl,5.085,8.419,6.752
6b8f5b0bcf68154c.pkl,6.554,4.612,5.583
9910657d5e75c380.pkl,6.481,9.132,7.806
592c73faa7d277a.pkl,6.467,25.082,15.774
cea895f55fb4331e.pkl,8.411,55.805,32.108
161ffbdd6ff02d7c.pkl,5.924,4.992,5.458
fef2b9d552dfb12e.pkl,16.91,11.584,14.247
57192c20cef21ed0.pkl,16.163,74.965,45.564
4a71932150223b6d.pkl,3.364,10.965,7.164
dc14558aae3f7aec.pkl,1.61,3.442,2.526
cf37f34abb8818c6.pkl,7.707,74.178,40.943
aef4de41894633f8.pkl,9.132,34.005,21.568
79132b746a7d7f5b.pkl,12.534,31.169,21.851
8770d8994f20a195.pkl,7.287,21.28,14.283
6aefc6ee028bc2ea.pkl,3.646,11.819,7.733
3b1aaa81a6364b22.pkl,7.374,1.044,4.209
852ebcb1fca09746.pkl,11.669,64.106,37.888
51262a3375ede3ba.pkl,9.343,13.586,11.464
acbcd718d96a731.pkl,9.569,40.299,24.934
52d931e8ce1b80d8.pkl,10.65,20.941,15.796
20ddac8fd55a7c2c.pkl,2.994,0.029,1.512
8a3c18cadd40174a.pkl,2.696,3.252,2.974
f7143318449aa332.pkl,8.072,22.235,15.153
cf02302d152bf00.pkl,11.259,26.488,18.873
a07d5964c7925b83.pkl,18.193,41.922,30.057
76e98879a6d16e3e.pkl,8.143,7.03,7.586
c661476df4a408b4.pkl,4.24,19.81,12.025
cb46aa218f32f664.pkl,33.45,22.715,28.082
dbe849d1405726e5.pkl,17.071,44.035,30.553
a15ceadd6699762d.pkl,2.906,3.854,3.38
4309b35627d8b4b6.pkl,8.025,22.635,15.33
16411e8849fcef5e.pkl,39.814,43.462,41.638
d138ace127d817c.pkl,11.161,40.492,25.827
318935b0ce3a0b26.pkl,11.137,42.219,26.678
eca21cac9a01961e.pkl,3.377,2.727,3.052
f12c8e0863d58dc8.pkl,14.903,22.204,18.553
52affef898f3e5a4.pkl,9.329,14.257,11.793
2c5c037392d840c6.pkl,2.191,4.968,3.579
b41e4e6dfccd470a.pkl,14.162,15.311,14.736
80a92c1837a0b615.pkl,10.106,38.351,24.228
4b4221ba87515a70.pkl,4.268,11.228,7.748
b5524a8de0ab10c5.pkl,20.118,47.331,33.724
7a84ce9954a87955.pkl,4.447,2.951,3.699
93a75e251beae6b4.pkl,11.791,14.617,13.204
3a4205456a18e816.pkl,4.66,3.118,3.889
8139e46ad7ef0579.pkl,21.193,18.34,19.766
ef5435c8d37656b2.pkl,8.993,25.244,17.119
df8a06f9d772276b.pkl,7.114,51.731,29.422
350c6ffd142c44c4.pkl,12.471,35.995,24.233
6b862594ab79cc12.pkl,2.695,1.469,2.082
16fb0981df04dc95.pkl,3.094,9.451,6.273
c1ebcbe14dd48e0d.pkl,8.837,22.215,15.526
78ddc8698f212d27.pkl,5.102,5.894,5.498
383ed4146ee7dfe0.pkl,7.37,10.665,9.018
10e424d5522ff037.pkl,6.599,6.734,6.667
d545bbbfe19ca0be.pkl,17.347,20.576,18.961
edb310506f85823b.pkl,8.55,31.05,19.8
4ee227cde1d095ef.pkl,9.081,6.24,7.66
47c15ec5237026c3.pkl,9.977,34.572,22.274
a94bca064bcaade0.pkl,5.864,24.67,15.267
49acce0609ca9231.pkl,3.821,16.522,10.172
afa9537f01d787fc.pkl,15.748,41.228,28.488
476e3c1c9ff16a4a.pkl,11.128,39.692,25.41
9c832015ad4cc650.pkl,2.321,17.247,9.784
e344ef76918ef7b5.pkl,7.252,4.954,6.103
4288ca4fb3ab39c8.pkl,5.092,11.057,8.075
540e833ba22824.pkl,9.281,16.305,12.793
c36297be35967d5a.pkl,9.607,57.534,33.571
727b2717f45eeb99.pkl,4.376,9.655,7.015
dfe8549010e10503.pkl,7.85,16.633,12.241
5cc491f9a48fde09.pkl,4.338,8.503,6.421
882649c2d9b55f86.pkl,17.167,45.97,31.568
785ab4cb02a8dca9.pkl,8.883,20.846,14.864
7f6598243a367480.pkl,4.512,6.62,5.566
574afb82978dcf93.pkl,19.818,19.457,19.637
f9648a41abb0d746.pkl,2.333,4.221,3.277
6d7e929b68ad0462.pkl,7.903,0.017,3.96
ac5a0d99dec09aba.pkl,11.578,24.365,17.972
3b0ca2237d4ee879.pkl,2.724,8.661,5.693
efd7fb729b63688d.pkl,14.883,38.572,26.727
91a2a6ad0c50ce55.pkl,13.515,49.129,31.322
54c76a000ec6bc5d.pkl,16.907,38.74,27.824
c0386dac7f51c36c.pkl,3.02,9.331,6.176
bc8ac0be7ec88450.pkl,6.171,14.479,10.325
218525ca022fbb46.pkl,9.299,40.92,25.11
c72e236d85fca96a.pkl,12.12,17.377,14.748
3701a61a7be5bedf.pkl,17.835,34.818,26.326
8724ce00365ac18f.pkl,5.536,11.372,8.454
dfec1ec8fc3ebf7d.pkl,6.136,21.294,13.715
d032b5f7f268002c.pkl,5.369,7.624,6.496
5bbf1f0e6543eaf4.pkl,6.879,8.811,7.845
f72837af36e0403d.pkl,9.628,25.239,17.433
c6bc2aa69b79bb18.pkl,5.776,18.979,12.378
90ea87b5ca7e233b.pkl,3.695,11.202,7.449
f509ad7ddd1abe1d.pkl,11.961,23.751,17.856
a1e20695609172b7.pkl,11.248,29.802,20.525
569924f58cce0978.pkl,10.938,7.754,9.346
686e2e7197abbffb.pkl,21.587,66.188,43.888
1c5c3f8888387655.pkl,10.214,4.364,7.289
c302c9057fbedca7.pkl,7.239,17.223,12.231
e2466f9c94392294.pkl,11.035,35.559,23.297
ab3ac581a0d56305.pkl,7.615,10.754,9.184
d75c54c29591654d.pkl,12.123,34.079,23.101
1980188fa70c3770.pkl,8.64,82.316,45.478
533e8783827d2998.pkl,13.314,30.455,21.885
cce4835c0cc17ad1.pkl,6.329,7.849,7.089
c824c7d81d87a1f6.pkl,10.765,39.023,24.894
8454793da0a3a5a0.pkl,9.059,27.602,18.331
18762659fa1816a2.pkl,6.417,18.781,12.599
b60980b419f82e14.pkl,12.053,27.482,19.767
edc9a6a9292e756a.pkl,1.431,6.619,4.025
fe437217b890b03a.pkl,11.924,13.081,12.503
c80dbecc14e87b09.pkl,5.173,11.606,8.39
15a2f3a1d51770f3.pkl,3.326,10.777,7.051
21dffaad1ad645c7.pkl,3.317,10.727,7.022
ae8eb6d545004e6c.pkl,7.443,44.507,25.975
7f8948a2f3081651.pkl,1.844,3.042,2.443
c083f58b5e616eb3.pkl,13.727,59.775,36.751
31dd73762f823dfb.pkl,17.041,63.111,40.076
37c4aeecb76b0acf.pkl,15.634,27.86,21.747
d6df3016d25c361a.pkl,2.522,7.483,5.003
454f3f48d6375349.pkl,13.137,29.723,21.43
c4c4d0e97989bd29.pkl,8.74,24.231,16.485
a29c3b5a1403e78a.pkl,3.461,29.721,16.591
8b11f1cb2a1bbc7.pkl,3.569,16.232,9.9
d78399eea9607c4a.pkl,13.191,45.97,29.581
b3b9c289a2089e52.pkl,9.085,25.157,17.121
3dadb9d56c11a28.pkl,3.05,4.285,3.667
bf16f37e56a07ae9.pkl,10.262,30.191,20.226
d08b7c3e4de2f2d3.pkl,9.472,13.221,11.346
d1488f9bb45ae610.pkl,9.237,26.168,17.702
3c1a5ad74f67704e.pkl,3.831,5.062,4.446
8e9d05aa134099a.pkl,3.73,8.901,6.315
f01e55f8ca033a06.pkl,18.158,21.14,19.649
e52ecc0d23ecb109.pkl,6.425,19.77,13.097
f04b5f5d4d50ac2f.pkl,15.188,31.531,23.36
cdebdd5540e03eba.pkl,13.897,66.329,40.113
8be05416fecc4c04.pkl,2.913,6.913,4.913
82fea2b2f75d9a61.pkl,3.728,16.126,9.927
138f3a372d62618f.pkl,9.895,14.549,12.222
7ddeb43d53ee3380.pkl,3.149,10.75,6.95
5c787cc74135f1c0.pkl,2.564,13.482,8.023
e508c70142726440.pkl,28.325,114.106,71.215
d3748c6d3f13e2c9.pkl,11.22,51.408,31.314
7f9f792d2d04f0e0.pkl,4.222,15.429,9.826
2d7cd261ddef8e14.pkl,1.74,0.0,0.87
3646cf248fcbb7c0.pkl,12.424,15.001,13.712
4743f55b3336186b.pkl,13.504,27.182,20.343
87c2e6b84456f36c.pkl,9.004,30.826,19.915
fffc8b0c6f74058a.pkl,3.487,14.394,8.941
a5a06c41cc37e090.pkl,8.398,30.154,19.276
f00926fcfea27467.pkl,9.036,55.718,32.377
2c11d8975b4df4e9.pkl,1.944,13.814,7.879
e6089629c1fcf202.pkl,7.578,26.773,17.175
1255f50b95050500.pkl,9.629,36.319,22.974
b6651c9844425bf6.pkl,5.075,38.543,21.809
f3ab225a4ac9db08.pkl,5.483,24.82,15.151
5cd6fca3d0798949.pkl,4.91,14.638,9.774
2a6586c9f1a41851.pkl,1.722,6.732,4.227
bdc9b8daa1ebd3c4.pkl,5.141,9.664,7.402
1adc6c40f837023e.pkl,7.552,1.326,4.439
3b25567b614b8fad.pkl,4.211,16.579,10.395
1c695ddd29574b3e.pkl,1.231,2.566,1.898
26dc0ca0b75b994d.pkl,1.814,2.929,2.371
2cb668ec36b9def8.pkl,3.688,0.0,1.844
20384f5b01ee39c4.pkl,8.0,44.822,26.411
6ef09c994bb91223.pkl,3.635,12.576,8.105
ddc7d6b67ff3a5e.pkl,9.22,38.406,23.813
958826e4ae366bf3.pkl,11.48,25.73,18.605
ec6332aeefb37041.pkl,18.409,28.501,23.455
54bf80b8c4b5140d.pkl,7.256,12.992,10.124
35038e888c7d2ea5.pkl,4.925,17.708,11.317
5b58043061128cdb.pkl,4.557,17.269,10.913
1900c4bb8ad4ee0a.pkl,10.419,44.871,27.645
783efdaaa892ecc8.pkl,19.327,53.083,36.205
bbec7e60d269fb64.pkl,3.022,1.79,2.406
7e17e9da29a5738a.pkl,3.044,9.325,6.185
dac6458f15500840.pkl,9.424,49.932,29.678
8fc58a9878400236.pkl,2.585,14.237,8.411
c3851745119d9019.pkl,10.69,11.832,11.261
a815fec1f3038eb4.pkl,10.564,20.205,15.384
fdf58c8f8e14e917.pkl,17.533,10.433,13.983
bdb0d43db24a2220.pkl,10.427,12.99,11.708
76dd5068c877efbb.pkl,5.203,19.272,12.238
977d5265d4b02a90.pkl,30.81,7.302,19.056
250e5f13000cd6f2.pkl,4.078,20.529,12.303
502a71ca91fb2a67.pkl,7.918,106.041,56.98
ade19d5b0a831257.pkl,8.578,10.763,9.671
6f24c5acea80da26.pkl,3.433,8.301,5.867
5ae1b6da1a879c92.pkl,6.381,7.235,6.808
dad59db2b846ac25.pkl,11.24,21.619,16.429
cce005ddf89dda45.pkl,15.958,33.958,24.958
e1af6e6db6daab3a.pkl,20.432,56.796,38.614
fd97277b7d388d7f.pkl,19.486,33.256,26.371
393c031f7030a04b.pkl,2.429,1.753,2.091
7661274df8ffd197.pkl,6.254,15.849,11.052
fa8ed376bdcbb0e4.pkl,14.818,57.633,36.226
8aece390801a31f7.pkl,1.506,0.789,1.147
bdbc8c1cb614b6e2.pkl,4.958,12.342,8.65
e3bf498544a5a674.pkl,12.009,31.041,21.525
a4fe6991e8f98201.pkl,8.236,32.493,20.364
cb5a06e65a6ced8e.pkl,9.245,22.787,16.016
b5b1d75f16247044.pkl,4.676,6.568,5.622
b57b348a173507ad.pkl,8.468,6.167,7.317
dfab509fe4d9ef3.pkl,11.173,26.527,18.85
2749b432e1bfc668.pkl,7.112,9.445,8.278
949fd82d6e44a34d.pkl,9.581,13.832,11.707
31a4ea341ffe83dd.pkl,4.609,9.633,7.121
168497c3edffd792.pkl,9.385,59.585,34.485
4786b7d34c019a74.pkl,9.338,19.094,14.216
af752fc4aeb4fd06.pkl,5.511,9.625,7.568
9f06022cc2f0d21d.pkl,33.811,1.934,17.873
998554592c7806b8.pkl,7.524,6.066,6.795
1419c246f438d411.pkl,8.805,56.743,32.774
523017feb7b0d26c.pkl,8.639,48.526,28.582
8f4af5778105c0da.pkl,6.141,6.217,6.179
d99ff720a4f7d32d.pkl,13.432,47.276,30.354
3a602f8b847b8677.pkl,4.355,11.537,7.946
6789842b9a960ab7.pkl,13.571,27.743,20.657
b9d81cab4c748316.pkl,5.027,10.964,7.996
59281052028f6ba3.pkl,12.403,45.48,28.942
dad6053bfddcc7e7.pkl,8.714,43.495,26.104
23f4223e5a1c9488.pkl,11.3,3.448,7.374
bcdceaeee2abafb0.pkl,14.082,39.878,26.98
29467d4a4615cfbe.pkl,17.766,44.872,31.319
36556cbfca2fc09b.pkl,12.678,70.813,41.746
f50b2f466c514908.pkl,4.961,10.355,7.658
7b6c56aa17bdb38a.pkl,2.306,12.552,7.429
aea0135376ed2379.pkl,8.896,22.482,15.689
a0db5498d0f1bf00.pkl,10.168,50.237,30.202
556cde07d0daf871.pkl,13.61,62.747,38.179
58b3c482d54e7180.pkl,12.725,14.602,13.663
eec63af88787efaf.pkl,15.102,47.928,31.515
88ab08174bea7d32.pkl,7.198,24.587,15.893
8057fb208aae7198.pkl,9.599,21.449,15.524
4d99ac365cde07cb.pkl,3.668,10.889,7.278
94d7df41bd2e977b.pkl,10.801,35.081,22.941
646e1adeebfa861c.pkl,4.876,10.76,7.818
854c70a777435247.pkl,4.285,22.464,13.375
444d088134975784.pkl,8.279,23.299,15.789
79f7ffb32b23ba68.pkl,16.866,16.127,16.496
dac9c64486cabd28.pkl,11.756,66.325,39.04
280e3aca68af49cd.pkl,19.42,26.679,23.05
f2416e7a96d08f42.pkl,7.948,35.35,21.649
31107e504037cfa7.pkl,7.327,12.011,9.669
7292020554ddb4f4.pkl,9.176,52.98,31.078
bcd23f366cbd571c.pkl,5.881,17.514,11.698
983fa3e1564c716a.pkl,13.674,56.62,35.147
c5bb3b88e805447c.pkl,2.105,11.491,6.798
d56fbefa41a773e6.pkl,26.407,29.994,28.2
5a1d8255948d9acc.pkl,4.508,7.451,5.979
f80ef8216d8c2042.pkl,7.899,22.345,15.122
b9b8fa651f535dbd.pkl,21.268,43.796,32.532
af2f786aaaf0198a.pkl,17.575,52.995,35.285
74d730d33d3c606e.pkl,2.671,40.716,21.693
c6f3e18625f3b4b3.pkl,7.852,41.537,24.694
dd94f4d1a0e0a5fa.pkl,5.689,24.005,14.847
e6a50a9df9aa695f.pkl,11.149,34.11,22.63
56584b1197180302.pkl,12.2,8.656,10.428
94b11c187e4bd79d.pkl,5.88,29.211,17.545
f42a6802c5f8b86a.pkl,16.843,34.08,25.461
35ffb4d571ee9eb7.pkl,13.177,57.719,35.448
d6db68a492949bb8.pkl,10.228,10.636,10.432
15926ba0a889b29d.pkl,2.315,8.964,5.639
de378c1132b2322b.pkl,6.055,12.168,9.111
eadb923eb372d467.pkl,9.863,26.892,18.377
2bd2520eec727dac.pkl,3.476,0.748,2.112
46583f1e446c897.pkl,12.067,33.646,22.857
ad5d7728443750e7.pkl,6.489,13.106,9.797
632a278f0f429a35.pkl,5.561,27.644,16.603
50d04e4c21d3e6c8.pkl,10.372,42.342,26.357
57f395e95081b892.pkl,10.813,28.961,19.887
d6571702b1f16553.pkl,14.708,41.372,28.04
6b84ae09edd5b3d1.pkl,3.218,5.556,4.387
2c60080ff1de38b5.pkl,2.079,3.253,2.666
760a5d2f1f59e765.pkl,9.08,23.029,16.054
b5325e49a4075e54.pkl,8.23,14.655,11.442
83a1f97054f14c66.pkl,18.192,55.933,37.063
332abb4e5753796c.pkl,9.632,18.265,13.949
9328a19ce2a75dd3.pkl,2.226,7.206,4.716
cd52eda9764af162.pkl,11.321,10.75,11.036
5c40a7b7b893eb65.pkl,2.715,2.47,2.593
c1f15f9c06d779d6.pkl,12.584,45.306,28.945
86f23ff984f03080.pkl,7.844,60.345,34.095
7cf1fdffb811a3b0.pkl,3.391,8.126,5.758
3c291c9dd70c1ffe.pkl,7.163,8.356,7.759
9f3b869f1d865b47.pkl,3.938,3.114,3.526
c849fefd17e6c514.pkl,14.21,75.678,44.944
3e35a3b2925d0d5d.pkl,4.296,4.408,4.352
b83e9b9de72e1201.pkl,3.937,6.607,5.272
301703e0f1738aab.pkl,12.932,55.455,34.194
613484f87e832312.pkl,6.629,45.347,25.988
b36671e8079564de.pkl,5.637,8.855,7.246
97ed71210f03fc28.pkl,8.332,16.949,12.64
aa174ce3b91b5729.pkl,17.498,13.203,15.351
3825d14e1d46efd8.pkl,8.16,25.799,16.98
dcf9742f6cf880d1.pkl,11.693,10.749,11.221
a940445320c11c44.pkl,13.653,64.474,39.063
f574cd848ad31f1e.pkl,11.259,45.955,28.607
15a301108d16d72a.pkl,4.825,1.205,3.015
bc7e8b3bfe1b7090.pkl,4.721,4.293,4.507
313e088524b95ca2.pkl,23.165,45.687,34.426
bf25fccd9907aa65.pkl,4.78,36.199,20.49
7ae620b75296fa1a.pkl,7.496,5.794,6.645
adfd6fb104c27ece.pkl,14.833,48.775,31.804
9312ad5b436bfb18.pkl,4.351,7.259,5.805
8808c2e97f9b93c2.pkl,13.571,34.37,23.971
156b2e3a6d3bc16c.pkl,13.595,37.407,25.501
b238a863b2852af6.pkl,7.341,9.916,8.628
452ce390fac3e27e.pkl,14.374,31.309,22.841
616bac5b7530b788.pkl,9.77,51.834,30.802
c5033187613ead7c.pkl,15.124,29.835,22.479
c0a20c37351c8669.pkl,15.321,19.177,17.249
df93b6ef9e6c0565.pkl,6.066,24.955,15.51
8ba88cbce7ce2513.pkl,2.695,3.618,3.156
aac7c8e46d562717.pkl,14.885,43.045,28.965
5be24da56d448b4f.pkl,2.273,13.22,7.747
f39bbdef3ccbb562.pkl,5.871,9.032,7.452
49e5d7c266f1ebd8.pkl,7.559,45.048,26.303
888cb2c8f49b8f87.pkl,13.29,22.31,17.8
7108a119ae3ec4cf.pkl,11.198,29.522,20.36
34faaf3624a6a876.pkl,5.862,3.87,4.866
ea42b5d1217f1577.pkl,8.757,101.374,55.066
fcdacf1b7e45cbc4.pkl,7.174,40.626,23.9
74201501d89c2609.pkl,15.258,44.171,29.714
c01c46c31c191ddc.pkl,19.765,54.376,37.071
d8a1f0d116ef66f0.pkl,7.604,39.871,23.738
25ce9eb4a32d2e19.pkl,3.436,1.708,2.572
9f37954ab6395516.pkl,4.56,6.554,5.557
efcbb43bd8b0f751.pkl,16.496,11.162,13.829
ba3676c9a9ec3344.pkl,3.46,10.143,6.801
9814f0e1b8dbea7d.pkl,11.775,38.91,25.343
afda56883264217d.pkl,17.907,36.885,27.396
e5756aa5f47455be.pkl,21.996,37.686,29.841
6ca23a9968ae5cf8.pkl,3.299,5.628,4.464
89b4b0962ebc90ab.pkl,13.988,40.421,27.205
f0cea0c7d43c04ce.pkl,18.926,55.93,37.428
9530a0d516e9ab86.pkl,9.027,24.561,16.794
f653ab846ffa8ff7.pkl,10.209,36.489,23.349
e67dc53d4f3527cc.pkl,2.535,8.261,5.398
81b263c6906d828b.pkl,25.124,5.59,15.357
36873191889f35e5.pkl,13.719,22.094,17.907
49fcefc9d9c2e89e.pkl,7.936,22.454,15.195
c8368396731793ef.pkl,13.111,50.431,31.771
5205e878fcc875de.pkl,11.295,14.721,13.008
e92c26c6bb581ab4.pkl,5.908,38.858,22.383
65c223402ad0bc55.pkl,9.51,93.0,51.255
ed8530b44a17c3f0.pkl,15.166,40.411,27.788
e33442a5e7e54109.pkl,8.768,13.137,10.953
f933e47297d3ff9d.pkl,9.96,41.142,25.551
9cfaebeeb9051b00.pkl,7.463,8.979,8.221
c3922d07ff908f9.pkl,17.159,31.502,24.33
54b02f7c567dd511.pkl,16.663,107.135,61.899
dbcd28c2f15aa652.pkl,9.082,11.662,10.372
e54b353c18247ee6.pkl,11.041,20.945,15.993
31b7faf6cc5bcf4e.pkl,9.33,18.042,13.686
1c5a293c692afc22.pkl,8.28,6.765,7.522
8fca0d840547f32e.pkl,2.945,12.164,7.555
dd3389c0c4d856f6.pkl,22.304,67.485,44.895
eb11900315c4d964.pkl,12.116,38.135,25.126
f5e7d2774269326.pkl,7.964,19.096,13.53
177c539c5dea3362.pkl,12.54,5.679,9.11
68168195afacf33e.pkl,15.814,18.621,17.217
6f7707b7b0ed2de8.pkl,2.591,15.518,9.054
fd669c289f60f47.pkl,23.15,75.276,49.213
800b265a303e987b.pkl,3.751,16.369,10.06
73e3567644849c4f.pkl,12.196,57.167,34.681
cb3965b55a99db70.pkl,7.451,14.195,10.823
419ff871ac68ae08.pkl,5.093,7.78,6.436
3e65ec27a07032dc.pkl,6.608,7.591,7.1
1fca4fad5a5edb3d.pkl,4.109,17.979,11.044
afa96a6cca1cb01c.pkl,11.529,29.871,20.7
6f08d15644b39b8b.pkl,3.47,8.541,6.006
11f345bb894ed572.pkl,4.2,14.03,9.115
38309169e37830d8.pkl,7.41,11.23,9.32
2059aea467a5bd3d.pkl,13.375,40.594,26.984
710facc4e14e8ae7.pkl,8.053,50.299,29.176
c6084f78c25e5c67.pkl,25.635,48.449,37.042
1000b16d40810e05.pkl,15.677,7.2,11.438
2ca93ef0e4bd3e25.pkl,2.774,7.305,5.039
f2304c95b0c77be8.pkl,6.825,23.822,15.324
886f5664142b8ac4.pkl,10.688,41.824,26.256
35238fcf23cb350f.pkl,7.333,15.237,11.285
615aa855911e4fce.pkl,7.725,18.4,13.062
646f9647d717dfe4.pkl,3.083,11.692,7.387
fbf11770a5bc26d0.pkl,7.255,30.915,19.085
acf9be6397f5379b.pkl,14.892,47.838,31.365
c29523560a622363.pkl,5.126,8.31,6.718
fa671f601f07f02e.pkl,9.262,13.893,11.577
982ccad05ef15c94.pkl,10.451,59.133,34.792
d3e6aab615241bc1.pkl,9.18,21.961,15.571
dcf22bbbaf3f91d.pkl,10.748,20.636,15.692
89493fe3491cd141.pkl,8.111,50.596,29.354
8f344ce6d6d3727f.pkl,3.575,12.886,8.23
a77858821b410f7d.pkl,13.284,28.53,20.907
9d29a9985e04bafe.pkl,4.148,8.173,6.161
ee3dfeb34406496c.pkl,23.21,44.419,33.815
15bdb4a720873385.pkl,6.454,12.998,9.726
a65f09469eb2164c.pkl,12.341,16.826,14.584
1a0c14835a811166.pkl,9.482,4.644,7.063
11e703f9eea40160.pkl,1.722,5.986,3.854
5ba862d91915a641.pkl,5.984,11.479,8.731
d70b07a3091e3904.pkl,4.558,10.347,7.453
d2462b9212cdf525.pkl,20.561,30.575,25.568
4302b3f4d543565e.pkl,9.863,27.925,18.894
e212c1643769ef5.pkl,7.701,25.571,16.636
24974643022fb9a4.pkl,14.553,61.204,37.879
cfb2beb15639556a.pkl,9.51,28.15,18.83
9f8045ce1a339cb6.pkl,3.328,10.215,6.771
a5f7d3ecd0b1a751.pkl,9.237,39.787,24.512
f51fb8e000c59070.pkl,14.93,51.103,33.016
5d5b1a87f2966781.pkl,3.816,17.437,10.627
a554fd68e7e16473.pkl,1.934,7.352,4.643
d771d10489c81f99.pkl,11.969,84.65,48.309
fd661c29e1c69087.pkl,3.976,14.298,9.137
45128a0777903771.pkl,8.476,23.229,15.853
df8185f3622cf5.pkl,13.491,36.987,25.239
ec233fccb19935c9.pkl,9.219,53.139,31.179
e3f9fa863e29dcbf.pkl,12.782,39.288,26.035
67d037ec0c6f7c4b.pkl,7.605,34.402,21.003
531234d3335c480b.pkl,4.968,14.986,9.977
1e2ab61039b8b52.pkl,2.01,8.337,5.173
218c5782cdb4d113.pkl,12.919,10.899,11.909
8d5a519a6dee341a.pkl,5.913,13.456,9.684
12571240a1dd76ae.pkl,6.019,18.091,12.055
ca9e5bcdf7fc8d49.pkl,19.77,25.093,22.432
b6e3d66821e87fa4.pkl,8.691,29.947,19.319
84fff7c80f690c14.pkl,10.063,45.378,27.72
504dd39047b4c07a.pkl,12.372,36.547,24.459
5c3747c9b6eaa74.pkl,4.95,17.143,11.046
73c4e6d9e23a03e1.pkl,6.493,33.313,19.903
16956d942733bad7.pkl,10.287,36.517,23.402
59335027c4a515e1.pkl,23.602,29.355,26.479
b0b671787578aff0.pkl,2.084,8.544,5.314
da3e5a2ff7ffd783.pkl,4.106,2.517,3.311
7215f80407d987d9.pkl,4.827,18.206,11.517
5c9a6dfd8973ac40.pkl,5.108,21.148,13.128
a876ec1a9a93b74a.pkl,11.252,45.118,28.185
78afd0d26d19ef41.pkl,7.341,58.318,32.829
c1482cd8f7a68ee7.pkl,23.937,60.355,42.146
331299ed251aebfa.pkl,11.237,46.571,28.904
d6625f7558cb4a54.pkl,27.908,76.474,52.191
5aa1dccc05673a03.pkl,4.665,7.897,6.281
9d7544b4aedae1b9.pkl,4.215,5.06,4.638
280f09031b7c977c.pkl,14.597,42.6,28.598
ef41c897dede02a0.pkl,14.825,55.188,35.007
450e6c6d84fcb323.pkl,5.781,9.069,7.425
d915cef4fa0461ec.pkl,8.13,14.991,11.56
b2dbc991729d5b89.pkl,3.39,8.728,6.059
ae7b95f50b51495d.pkl,10.68,5.329,8.004
1671c70effe4b955.pkl,4.927,15.624,10.276
fcd7e27b22c2c4a.pkl,6.375,20.463,13.419
53f8bee4804c3b28.pkl,8.447,19.529,13.988
2b9928f7e495232f.pkl,2.695,5.154,3.924
85426603767ccb5e.pkl,5.605,54.4,30.002
5fb61d5e404f2d9a.pkl,2.676,7.273,4.974
51dd745c74411450.pkl,4.303,17.285,10.794
7f38ef94451315ce.pkl,2.884,5.01,3.947
2fde8a59a8c4b10a.pkl,5.128,7.988,6.558
c53724b29ea060bb.pkl,9.82,17.332,13.576
9eea5a605888f0bf.pkl,5.503,6.329,5.916
2345761b3621b8af.pkl,3.908,23.683,13.796
